,Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,MonthlyIncome,MonthlyRate,PercentSalaryHike,RelationshipSatisfaction,PerformanceRating,WorkLifeBalance,YearsInCurrentRole,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime,Attrition
433,46,No,10,3,3,2,9071,11563,19,3,3,3,2,3,1,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
434,31,No,9,1,3,3,10648,14394,25,4,4,4,8,13,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
435,33,Yes,15,1,2,3,13610,24619,12,4,3,4,6,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
436,33,Yes,10,1,1,1,3408,6705,13,1,3,3,3,4,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
437,30,No,7,1,4,3,2983,18398,14,1,3,3,2,3,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
438,35,No,16,3,4,3,7632,14295,12,3,3,3,7,8,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
439,31,Yes,20,3,1,3,9824,22908,12,1,3,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
440,34,Yes,23,3,2,3,9950,11533,15,3,3,3,2,3,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
441,42,No,5,2,2,3,2093,9260,17,4,3,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
442,36,No,10,4,2,3,9980,15318,14,4,3,2,3,10,9,7,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
443,22,Yes,4,1,3,2,3894,9129,16,3,3,3,2,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
444,48,No,2,5,2,3,4051,19658,14,1,3,3,7,9,6,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
445,55,No,18,5,1,3,16835,9873,23,4,4,3,9,10,7,7,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
446,41,No,10,2,4,3,6230,13430,14,4,3,3,3,14,1,10,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
447,35,No,1,3,2,3,4717,18659,11,3,3,3,9,11,6,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
448,40,No,6,3,2,3,13237,20364,15,3,3,3,6,20,5,13,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
449,39,No,8,1,3,3,3755,17872,11,1,3,3,3,8,0,7,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
450,31,No,2,1,2,3,6582,8346,13,3,3,4,5,6,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
451,42,No,24,3,4,3,7406,6950,21,4,4,2,9,10,5,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
452,45,No,2,3,4,3,4805,16177,19,2,3,4,7,8,3,7,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
453,26,Yes,17,4,2,3,2741,22808,11,2,3,2,7,7,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
454,29,No,19,3,4,3,4262,22645,12,2,3,4,2,3,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
455,33,No,1,5,1,4,16184,22578,19,3,3,3,1,6,0,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
456,31,No,7,3,3,2,11557,25291,21,3,4,2,4,5,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
457,18,Yes,5,3,2,3,1878,8059,14,4,3,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
458,40,No,28,3,3,1,10932,11373,15,3,3,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
459,41,No,2,4,1,2,6811,2112,17,1,3,3,7,8,0,7,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
460,26,No,29,2,1,3,4306,4267,12,1,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
461,35,No,1,3,1,3,4859,6698,16,4,3,3,4,5,0,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
462,34,No,21,4,4,4,5337,19921,12,4,3,3,7,10,5,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
463,26,Yes,24,3,3,1,2340,23213,18,2,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
464,37,No,1,3,2,3,7491,23848,17,4,3,4,5,6,1,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
465,46,No,18,1,1,3,10527,8984,11,4,3,2,2,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
466,41,No,2,5,2,3,16595,5626,16,2,3,3,16,18,11,8,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
467,37,No,9,4,1,3,8834,24666,13,4,3,3,5,9,7,7,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
468,52,No,6,2,4,3,5577,22087,12,2,3,3,9,10,6,9,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
469,32,Yes,11,4,4,4,4707,23914,12,4,3,3,2,4,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
470,24,No,24,3,4,3,2400,5530,13,3,3,3,2,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
471,38,No,10,3,3,3,9824,22174,19,3,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
472,37,No,1,4,2,3,6447,15701,12,2,3,2,5,6,4,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
473,49,No,18,4,4,2,19502,2125,17,3,3,3,9,31,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
474,24,No,23,3,2,4,2725,21630,11,2,3,3,5,6,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
475,26,No,28,2,1,3,6272,7428,20,4,4,4,3,5,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
476,24,No,17,2,4,2,2127,9100,21,4,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
477,50,No,3,3,1,3,18200,7999,11,3,3,3,5,32,10,7,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
478,25,No,13,1,2,3,2096,26376,11,3,3,3,4,7,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
479,24,Yes,7,3,1,3,2886,14168,16,4,3,3,3,6,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
480,30,Yes,12,4,2,2,2033,14470,18,3,3,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
481,34,No,1,2,2,2,3622,22794,13,4,3,3,5,6,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
482,31,Yes,13,4,2,3,4233,11512,17,3,3,1,1,3,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
483,35,No,25,2,1,2,3681,14004,14,4,3,3,2,3,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
484,31,No,6,4,1,4,5460,6219,22,4,4,4,7,7,5,7,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
485,27,No,6,4,1,2,2187,5013,12,3,3,2,3,5,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
486,37,No,2,3,4,3,9602,3010,11,3,3,2,0,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
487,20,No,1,3,4,2,2836,11757,13,4,3,4,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
488,42,No,2,4,3,3,4089,5718,13,2,3,3,2,10,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
489,43,No,6,4,2,2,16627,2671,14,3,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
490,38,No,1,1,3,3,2619,14561,17,4,3,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
491,43,No,9,5,4,3,5679,19627,13,2,3,3,7,8,4,7,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
492,48,No,1,4,4,2,15402,17997,11,1,3,1,2,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
493,44,No,1,4,1,2,5985,26894,11,2,3,4,2,2,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
494,34,No,14,3,3,3,2579,2912,18,4,3,3,2,8,0,6,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
495,27,Yes,2,1,3,3,3041,16346,11,2,3,3,3,4,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
496,21,No,22,1,3,3,3447,24444,11,3,3,3,2,3,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
497,44,No,3,4,4,3,19513,9358,12,1,3,4,2,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
498,22,No,6,1,1,3,2773,12145,20,4,4,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
499,33,No,8,4,3,3,7104,20431,12,4,3,3,0,5,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
500,32,No,9,4,1,3,6322,18089,12,4,3,2,4,6,0,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
501,30,No,3,3,3,3,2083,22653,20,3,4,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
502,53,No,1,1,4,3,8381,7507,20,4,4,4,7,14,8,10,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
503,34,No,1,5,2,3,2691,7660,12,4,3,2,9,10,8,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
504,45,Yes,26,4,1,3,4286,5630,14,4,3,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
505,26,No,6,3,3,3,2659,17759,13,3,3,3,2,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
506,37,No,3,3,3,3,9434,9606,15,3,3,3,7,10,7,8,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
507,29,No,3,2,2,3,5561,3487,14,1,3,2,0,6,1,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
508,35,No,6,4,2,1,6646,19368,13,2,3,3,11,17,11,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
509,33,No,6,3,3,3,7725,5335,23,3,4,1,11,13,4,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
510,54,No,19,4,3,3,10725,6729,15,3,3,4,7,9,7,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
511,36,No,9,2,2,2,8847,13934,11,3,3,3,2,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
512,27,No,3,4,1,2,2045,15174,13,4,3,3,2,4,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
513,20,Yes,10,1,4,3,1009,26999,11,4,3,3,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
514,33,Yes,3,3,1,3,3348,3164,11,1,3,3,8,10,9,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
515,35,No,3,3,3,2,1281,16900,18,3,3,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
516,23,No,4,3,1,4,2819,8544,16,1,3,4,2,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
517,25,No,8,3,4,4,4851,15678,22,3,4,3,2,3,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
518,38,No,7,4,4,2,4028,7791,20,1,4,3,7,7,0,5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
519,29,No,1,4,2,1,2720,18959,18,4,3,3,7,10,2,8,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
520,48,No,2,1,2,4,8120,18597,12,4,3,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
521,27,No,3,1,4,4,4647,16673,20,2,4,3,5,6,0,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
522,37,No,10,2,4,4,4680,15232,17,1,3,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
523,50,No,28,1,4,4,3221,3297,11,3,3,3,8,20,3,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
524,34,No,9,3,4,2,8621,17654,14,2,3,4,7,8,7,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
525,24,Yes,3,2,1,3,4577,24785,14,1,3,3,2,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
526,39,No,2,4,4,2,4553,20978,11,1,3,3,7,20,11,10,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
527,32,No,10,3,4,3,5396,21703,12,4,3,2,7,10,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
528,50,Yes,8,2,2,3,6796,23452,14,1,3,3,3,4,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
529,38,No,1,4,2,4,7625,19383,13,3,3,2,7,9,1,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
530,27,No,1,2,3,3,7412,6009,11,4,3,3,7,9,0,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
531,32,No,3,2,3,3,11159,19373,15,4,3,3,7,7,7,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
532,47,No,14,4,4,3,4960,11825,12,4,3,3,7,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
533,40,No,5,4,4,2,10475,23772,21,3,4,3,13,18,1,12,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
534,53,No,7,3,3,4,14814,13514,19,3,3,3,1,5,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
535,41,No,10,4,2,2,19141,8861,15,2,3,2,6,21,12,6,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
536,60,No,16,4,1,3,5405,11924,14,4,3,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
537,27,No,10,2,4,3,8793,4809,21,3,4,2,7,9,1,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
538,41,No,1,3,4,2,19189,19562,12,2,3,3,7,22,2,10,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
539,50,No,8,4,4,3,3875,9983,15,4,3,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
540,28,Yes,1,2,1,1,2216,3872,13,4,3,3,7,7,3,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
541,36,No,8,3,1,4,11713,20335,14,1,3,3,7,8,0,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
542,38,No,1,3,3,3,7861,15397,14,4,3,4,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
543,44,No,24,3,1,1,3708,2104,14,3,3,3,2,5,1,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
544,47,No,3,3,4,3,13770,10225,12,4,3,2,2,22,11,13,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
545,30,No,27,5,3,3,5304,25275,23,4,4,2,7,8,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
546,29,No,10,3,3,3,2642,2755,11,3,3,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
547,42,Yes,19,3,3,4,2759,20366,12,4,3,3,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
548,43,No,15,3,4,2,6804,23683,18,3,3,3,2,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
549,34,No,8,2,2,3,6142,7360,11,4,3,3,1,5,4,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
550,23,No,9,1,2,3,2500,4344,14,4,3,4,3,4,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
551,39,No,3,3,3,4,6389,18767,15,3,3,1,3,8,3,6,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
552,56,No,9,3,3,3,11103,20420,11,3,3,2,7,10,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
553,40,No,2,1,4,2,2342,22929,20,4,4,2,2,4,2,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
554,27,No,7,3,4,2,6811,23398,19,1,3,1,6,7,0,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
555,29,No,10,3,4,3,2297,17967,14,4,3,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
556,53,No,6,3,4,3,2450,10919,17,4,3,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
557,35,No,2,4,4,3,5093,4761,11,1,3,4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
558,32,No,24,4,1,3,5309,21146,15,4,3,3,8,10,4,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
559,38,No,2,5,4,3,3057,20471,13,2,3,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
560,34,No,8,5,2,3,5121,4187,14,3,3,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
561,52,No,3,4,3,2,16856,10084,11,1,3,4,6,34,1,16,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
562,33,Yes,1,4,4,3,2686,5207,13,3,3,2,9,10,7,8,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
563,25,No,26,1,3,3,6180,22807,23,2,4,2,5,6,1,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
564,45,No,2,2,2,1,6632,12388,13,1,3,3,7,8,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
565,23,No,10,1,1,4,3505,19630,18,4,3,3,2,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
566,47,Yes,27,2,2,4,6397,10339,12,4,3,3,4,5,1,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
567,34,No,2,3,4,3,6274,18686,22,3,4,3,5,6,1,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
568,55,Yes,2,3,4,3,19859,21199,13,4,3,3,2,5,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
569,36,No,8,4,1,2,7587,14229,15,2,3,3,7,10,0,9,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
570,52,No,19,4,4,3,4258,26589,18,1,3,3,3,4,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
571,26,No,1,2,1,1,4364,5288,14,1,3,3,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
572,29,No,27,3,2,3,4335,25549,12,1,3,2,7,8,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
573,26,Yes,8,3,4,2,5326,3064,17,3,3,2,3,4,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
574,34,No,1,4,2,4,3280,13551,16,3,3,3,2,4,1,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
575,54,No,19,4,4,3,5485,22670,11,2,3,3,3,5,1,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
576,27,No,8,1,3,3,4342,24008,19,2,3,3,2,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
577,37,No,10,1,4,3,2782,19905,13,2,3,2,3,5,4,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
578,38,No,2,4,1,4,5980,26085,12,4,3,3,7,15,4,12,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
